performance_date,channel,campaign,attribution_model,impressions,clicks,spend,conversions,revenue,users_reached,touchpoints,cpc,cac,roas
2025-04-02,Email,Summer Sale,First Touch,31788,845,11999.0,81,341010,21592,3,14.2,148.14,28.42
2025-05-08,Google Ads,Summer Sale,First Touch,45822,3518,34757.84,315,1013670,31657,3,9.88,110.34,29.16
2025-01-24,Meta Ads,New Product Launch,Last Touch,49147,2712,139776.48,474,1629138,43884,4,51.54,294.89,11.66
2025-06-17,Meta Ads,Summer Sale,Linear,31027,1731,92539.26,115,340860,15921,1,53.46,804.69,3.68
2025-04-09,Direct Traffic,Retargeting,Last Touch,48614,1981,53566.24,202,872236,43554,4,27.04,265.18,16.28
2025-06-27,Email,Discount Offer,Linear,18156,880,30879.2,104,217568,10174,2,35.09,296.92,7.05
2025-04-27,Meta Ads,Winter Sale,Last Touch,26904,1393,12578.79,55,176935,20384,2,9.03,228.71,14.07
2025-01-29,Meta Ads,Winter Sale,Last Touch,10844,474,20633.22,19,34371,8957,3,43.53,1085.96,1.67
2025-03-05,Meta Ads,Retargeting,First Touch,49246,3321,182488.95,485,659600,48919,5,54.95,376.27,3.61
2025-01-25,Google Ads,Discount Offer,Last Touch,39604,2434,40720.82,336,502656,38098,5,16.73,121.19,12.34
2025-03-11,Google Ads,Lead Gen,Linear,48142,1688,52783.76,250,609250,42218,1,31.27,211.14,11.54
2025-02-04,Display Ads,Lead Gen,First Touch,36950,2410,94664.8,75,94350,35553,1,39.28,1262.2,1.0
2025-03-24,Social Media,Lead Gen,Linear,44847,3245,81579.3,415,1361200,23792,5,25.14,196.58,16.69
2025-01-31,Email,Brand Awareness,First Touch,19197,709,36619.85,57,76152,18656,1,51.65,642.45,2.08
2025-06-27,Direct Traffic,Brand Awareness,Last Touch,29684,2340,105136.2,189,723303,23332,4,44.93,556.28,6.88
2025-06-01,Social Media,Brand Awareness,Linear,17083,1327,64293.15,238,380324,15273,4,48.45,270.14,5.92
2025-05-26,Email,Festive Offer,First Touch,13984,1085,12911.5,181,432590,10515,4,11.9,71.33,33.5
2025-04-19,Email,Retargeting,Linear,12520,362,15797.68,50,175900,10550,2,43.64,315.95,11.13
2025-04-12,Meta Ads,Brand Awareness,Last Touch,22529,1291,65621.53,190,433010,20845,3,50.83,345.38,6.6
2025-06-03,Google Ads,Retargeting,Last Touch,5294,379,5961.67,25,38075,3710,4,15.73,238.47,6.39
2025-04-05,Display Ads,Summer Sale,Last Touch,12863,843,23873.76,87,286926,11606,1,28.32,274.41,12.02
2025-02-24,Google Ads,Winter Sale,Linear,45869,1867,20499.66,121,393613,41605,4,10.98,169.42,19.2
2025-03-16,Direct Traffic,Discount Offer,Last Touch,22738,934,33128.98,48,199920,20602,3,35.47,690.19,6.03
2025-02-18,Meta Ads,Retargeting,First Touch,6505,314,4923.52,22,91938,5515,4,15.68,223.8,18.67
2025-04-09,Email,Discount Offer,First Touch,32080,831,16046.61,132,355212,29388,3,19.31,121.57,22.14
2025-05-06,Email,Summer Sale,Linear,31008,840,39303.6,111,362304,18782,5,46.79,354.09,9.22
2025-03-04,Email,Brand Awareness,Linear,19368,816,33407.04,137,243312,17447,5,40.94,243.85,7.28
2025-05-16,Email,Loyalty,Linear,38419,1056,17888.64,100,276900,31427,4,16.94,178.89,15.48
2025-06-06,Meta Ads,Retargeting,Last Touch,48535,3636,107516.52,186,572322,38540,2,29.57,578.05,5.32
2025-02-05,Meta Ads,Festive Offer,Linear,20463,511,8712.55,41,91881,12242,5,17.05,212.5,10.55
2025-02-22,Social Media,Loyalty,Linear,27569,2148,88089.48,215,751855,27238,1,41.01,409.72,8.54
2025-02-11,Meta Ads,Lead Gen,First Touch,10762,771,26098.35,101,132209,8825,2,33.85,258.4,5.07
2025-05-25,Email,Summer Sale,First Touch,13750,892,37776.2,103,236385,10600,2,42.35,366.76,6.26
2025-04-04,Direct Traffic,New Product Launch,Last Touch,11257,896,46251.52,64,141440,10717,1,51.62,722.68,3.06
2025-01-08,Direct Traffic,New Product Launch,First Touch,20619,1322,19076.46,144,563760,17304,4,14.43,132.48,29.55
2025-05-27,Direct Traffic,Brand Awareness,Last Touch,32658,1906,110357.4,130,412620,26911,2,57.9,848.9,3.74
2025-01-14,Direct Traffic,Discount Offer,First Touch,48376,3499,81701.65,394,1294684,32390,2,23.35,207.36,15.85
2025-04-30,Social Media,Retargeting,Last Touch,6169,416,17226.56,40,164560,5032,5,41.41,430.66,9.55
2025-03-30,Direct Traffic,New Product Launch,First Touch,23514,671,16687.77,79,294038,13881,2,24.87,211.24,17.62
2025-03-09,Meta Ads,Summer Sale,Last Touch,36253,1706,29752.64,167,448061,32737,3,17.44,178.16,15.06
2025-01-13,Meta Ads,Discount Offer,Linear,39155,2017,52240.3,88,207152,36823,3,25.9,593.64,3.97
2025-04-21,Google Ads,New Product Launch,Linear,29802,935,18681.3,144,592416,27448,5,19.98,129.73,31.71
2025-05-06,Social Media,Lead Gen,Last Touch,16557,1137,10028.34,161,633052,12953,4,8.82,62.29,63.13
2025-03-26,Direct Traffic,Loyalty,Linear,21160,891,30427.65,106,321286,18359,1,34.15,287.05,10.56
2025-04-09,Social Media,New Product Launch,Linear,43649,1338,34386.6,66,251922,23612,2,25.7,521.01,7.33
2025-03-23,Email,Festive Offer,First Touch,32504,2039,90959.79,206,491722,22994,4,44.61,441.55,5.41
2025-06-15,Display Ads,Lead Gen,Linear,9472,484,23043.24,52,154908,6499,4,47.61,443.14,6.72
2025-01-21,Meta Ads,Loyalty,Last Touch,45527,2873,139541.61,227,1002432,41957,2,48.57,614.72,7.18
2025-06-30,Google Ads,Discount Offer,Linear,41718,1673,51511.67,107,405530,31744,1,30.79,481.42,7.87
2025-01-23,Social Media,Winter Sale,Last Touch,19009,943,35541.67,47,186261,12726,5,37.69,756.21,5.24
2025-05-30,Display Ads,Summer Sale,Last Touch,41878,3208,172109.2,422,1491770,23753,4,53.65,407.84,8.67
2025-05-22,Direct Traffic,Retargeting,First Touch,6332,143,6483.62,6,26586,3289,1,45.34,1080.6,4.1
2025-03-07,Meta Ads,Lead Gen,Last Touch,48765,2193,24123.0,125,193875,34927,4,11.0,192.98,8.04
2025-03-24,Social Media,Summer Sale,First Touch,21604,1555,74484.5,224,787136,17315,4,47.9,332.52,10.57
2025-01-26,Direct Traffic,Brand Awareness,Linear,38505,788,35523.04,98,259308,36122,4,45.08,362.48,7.3
2025-02-16,Email,Retargeting,Linear,16435,805,34631.1,101,419251,14673,4,43.02,342.88,12.11
2025-03-31,Direct Traffic,Retargeting,Linear,24491,1689,30942.48,62,162068,14128,4,18.32,499.07,5.24
2025-02-01,Social Media,App Install,First Touch,26750,637,26709.41,101,227048,16744,2,41.93,264.45,8.5
2025-03-25,Meta Ads,Festive Offer,Last Touch,29454,1782,77249.7,186,385206,18834,2,43.35,415.32,4.99
2025-04-10,Email,Lead Gen,Last Touch,26146,598,25480.78,18,73854,23674,5,42.61,1415.6,2.9
2025-04-23,Social Media,Discount Offer,Last Touch,5066,244,8008.08,30,120240,3279,5,32.82,266.94,15.01
2025-01-08,Display Ads,Discount Offer,Linear,42776,2386,78809.58,166,467290,34267,4,33.03,474.76,5.93
2025-06-04,Display Ads,Winter Sale,Last Touch,14932,1009,55182.21,143,440583,8446,2,54.69,385.89,7.98
2025-03-16,Meta Ads,Summer Sale,Last Touch,32734,1637,82013.7,241,1014851,17193,2,50.1,340.31,12.37
2025-02-09,Email,New Product Launch,Last Touch,42540,1799,27902.49,151,510229,35867,4,15.51,184.78,18.29
2025-05-06,Meta Ads,Summer Sale,Linear,5689,275,10210.75,12,17112,5552,4,37.13,850.9,1.68
2025-02-15,Social Media,New Product Launch,Linear,44019,1666,53295.34,146,609258,35614,1,31.99,365.04,11.43
2025-02-16,Direct Traffic,Festive Offer,First Touch,22059,1247,51413.81,151,587088,17662,2,41.23,340.49,11.42
2025-01-28,Social Media,Festive Offer,First Touch,33927,1357,60115.1,92,328992,18216,5,44.3,653.42,5.47
2025-03-23,Google Ads,Loyalty,Last Touch,30771,2256,65085.6,405,588060,26066,4,28.85,160.71,9.04
2025-02-21,Display Ads,Retargeting,Linear,12741,860,9288.0,113,315496,8491,1,10.8,82.19,33.97
2025-04-25,Social Media,App Install,Linear,47465,1107,26147.34,184,302128,26694,2,23.62,142.11,11.55
2025-06-17,Email,New Product Launch,Linear,36222,2351,140284.17,293,1076775,31729,3,59.67,478.79,7.68
2025-02-10,Display Ads,Retargeting,Linear,25768,1413,51277.77,135,421200,24303,1,36.29,379.84,8.21
2025-03-27,Email,Winter Sale,Linear,43844,2415,116064.9,244,474824,41183,5,48.06,475.68,4.09
2025-04-09,Social Media,Loyalty,First Touch,26342,989,36147.95,174,549492,13326,1,36.55,207.75,15.2
2025-06-18,Meta Ads,Loyalty,First Touch,19214,1278,65075.76,79,136433,16014,5,50.92,823.74,2.1
2025-05-27,Meta Ads,App Install,Last Touch,32570,689,7820.15,65,223080,30118,5,11.35,120.31,28.53
2025-03-15,Google Ads,Summer Sale,Last Touch,36590,915,13761.6,110,162360,35540,3,15.04,125.11,11.8
2025-02-14,Direct Traffic,Summer Sale,First Touch,43694,1799,53088.49,76,226784,43684,3,29.51,698.53,4.27
2025-03-28,Social Media,Loyalty,First Touch,15167,503,13666.51,81,326349,12062,3,27.17,168.72,23.88
2025-05-23,Display Ads,Brand Awareness,Last Touch,17776,361,15407.48,52,178880,11793,5,42.68,296.3,11.61
2025-02-27,Meta Ads,Summer Sale,First Touch,40597,2891,102370.31,302,825668,26651,3,35.41,338.97,8.07
2025-06-03,Direct Traffic,Festive Offer,Last Touch,36747,2814,82590.9,364,1536080,34718,3,29.35,226.9,18.6
2025-04-16,Email,Summer Sale,Last Touch,7216,341,5404.85,36,58320,6713,1,15.85,150.13,10.79
2025-02-01,Social Media,Summer Sale,Linear,49845,1144,41653.04,194,614204,35279,4,36.41,214.71,14.75
2025-03-21,Email,Brand Awareness,Linear,49410,1991,27435.98,63,212247,25050,1,13.78,435.49,7.74
2025-01-01,Social Media,Lead Gen,Linear,32555,1601,53745.57,280,626640,24461,4,33.57,191.95,11.66
2025-01-21,Social Media,New Product Launch,Last Touch,39825,2735,125673.25,473,1297439,26264,4,45.95,265.69,10.32
2025-06-12,Email,Festive Offer,Last Touch,20875,1589,32050.13,242,729146,14967,5,20.17,132.44,22.75
2025-04-15,Meta Ads,New Product Launch,Last Touch,42824,3153,49470.57,469,1892884,35515,2,15.69,105.48,38.26
2025-05-09,Google Ads,Loyalty,First Touch,27605,552,10692.24,40,138000,24268,4,19.37,267.31,12.91
2025-03-04,Email,Summer Sale,First Touch,26176,2036,28504.0,149,373692,23465,1,14.0,191.3,13.11
2025-03-06,Display Ads,Retargeting,Last Touch,6731,386,20434.84,48,141552,4036,5,52.94,425.73,6.93
2025-01-20,Email,Summer Sale,Linear,36903,1736,102042.08,158,199870,35904,3,58.78,645.84,1.96
2025-05-29,Google Ads,Loyalty,Linear,11103,514,12079.0,90,193410,8736,4,23.5,134.21,16.01
2025-04-04,Meta Ads,Loyalty,Last Touch,47306,2446,64085.2,238,577388,40232,5,26.2,269.27,9.01
2025-06-24,Direct Traffic,Summer Sale,Linear,28737,1355,28089.15,203,752521,23137,3,20.73,138.37,26.79
2025-03-09,Email,Loyalty,Last Touch,9228,693,14303.52,79,153339,7390,4,20.64,181.06,10.72
2025-03-06,Display Ads,App Install,Last Touch,23197,793,32742.97,33,69630,19914,3,41.29,992.21,2.13
2025-05-12,Display Ads,App Install,Last Touch,30132,2234,26316.52,354,1324668,16399,5,11.78,74.34,50.34
2025-05-25,Social Media,App Install,Last Touch,29465,1460,77759.6,161,338744,16810,2,53.26,482.98,4.36
2025-06-02,Google Ads,Brand Awareness,First Touch,26213,1450,35699.0,119,198016,20284,2,24.62,299.99,5.55
2025-04-08,Email,Lead Gen,Last Touch,23637,518,23791.74,20,42340,16360,3,45.93,1189.59,1.78
2025-02-17,Email,Festive Offer,First Touch,48103,3096,100341.36,548,1080108,44041,2,32.41,183.1,10.76
2025-03-05,Google Ads,Festive Offer,Last Touch,20515,659,35335.58,39,160797,16293,5,53.62,906.04,4.55
2025-05-01,Email,Loyalty,Linear,40500,858,24530.22,130,424190,26341,1,28.59,188.69,17.29
2025-06-02,Display Ads,Brand Awareness,Linear,37118,1989,94915.08,156,487812,35082,5,47.72,608.43,5.14
2025-02-07,Direct Traffic,App Install,First Touch,35478,2523,75942.3,93,290160,32669,2,30.1,816.58,3.82
2025-05-29,Direct Traffic,Lead Gen,Linear,21204,1527,79358.19,140,494340,18786,5,51.97,566.84,6.23
2025-05-08,Social Media,Summer Sale,Last Touch,5729,386,18223.06,51,122247,4000,3,47.21,357.31,6.71
2025-06-19,Google Ads,App Install,Linear,14207,796,12871.32,96,401952,13438,1,16.17,134.08,31.23
2025-06-25,Google Ads,Brand Awareness,Last Touch,45118,1528,26678.88,263,751391,34214,2,17.46,101.44,28.16
2025-04-25,Social Media,Retargeting,Last Touch,23982,1034,9119.88,127,501269,13275,3,8.82,71.81,54.96
2025-04-19,Display Ads,Discount Offer,First Touch,35068,1631,30287.67,183,797148,32027,2,18.57,165.51,26.32
2025-03-13,Direct Traffic,Summer Sale,Linear,10934,688,26625.6,107,370755,9238,1,38.7,248.84,13.92
2025-05-10,Direct Traffic,Lead Gen,Last Touch,5468,271,12200.42,39,157131,4989,1,45.02,312.83,12.88
2025-04-04,Meta Ads,Festive Offer,Last Touch,45539,2623,40341.74,283,1057288,34924,1,15.38,142.55,26.21
2025-04-27,Direct Traffic,Brand Awareness,Last Touch,10378,704,36826.24,64,185664,8862,2,52.31,575.41,5.04
2025-01-17,Meta Ads,Lead Gen,First Touch,25812,1117,23010.2,108,142020,15906,4,20.6,213.06,6.17
2025-05-14,Email,New Product Launch,Last Touch,42300,3072,113510.4,163,388266,39942,2,36.95,696.38,3.42
2025-03-21,Google Ads,New Product Launch,Last Touch,11778,574,4666.62,93,373860,7463,5,8.13,50.18,80.11
2025-01-10,Social Media,Summer Sale,Linear,19139,421,15610.68,55,179025,12914,4,37.08,283.83,11.47
2025-05-13,Google Ads,Festive Offer,Last Touch,15609,498,14202.96,40,115760,8180,4,28.52,355.07,8.15
2025-05-02,Display Ads,Summer Sale,Last Touch,41970,1735,84668.0,243,1041255,31704,3,48.8,348.43,12.3
2025-01-26,Google Ads,Summer Sale,Linear,46864,2818,87301.64,465,806775,35025,1,30.98,187.75,9.24
2025-03-17,Google Ads,Retargeting,Last Touch,39943,2359,109316.06,264,344520,37684,3,46.34,414.08,3.15
2025-03-25,Social Media,App Install,First Touch,18843,764,26128.8,109,480908,17164,2,34.2,239.71,18.41
2025-01-12,Social Media,Brand Awareness,First Touch,23882,1826,16160.1,133,360962,12912,4,8.85,121.5,22.34
2025-03-19,Social Media,New Product Launch,First Touch,31612,1351,47555.2,64,277696,26955,1,35.2,743.05,5.84
2025-01-23,Email,Summer Sale,Linear,30061,2349,29714.85,298,377864,26574,3,12.65,99.71,12.72
2025-04-23,Direct Traffic,Summer Sale,First Touch,7758,174,8894.88,13,31616,4017,5,51.12,684.22,3.55
2025-05-31,Meta Ads,Retargeting,Linear,36297,776,41484.96,89,355288,19364,4,53.46,466.12,8.56
2025-03-21,Social Media,Winter Sale,Linear,20859,832,34736.0,117,451620,18722,1,41.75,296.89,13.0
2025-06-23,Meta Ads,Festive Offer,First Touch,41858,1383,32127.09,70,131180,30903,3,23.23,458.96,4.08
2025-03-25,Social Media,Discount Offer,Last Touch,7515,386,7523.14,31,136524,6882,3,19.49,242.68,18.15
2025-06-14,Direct Traffic,Retargeting,Last Touch,22835,1343,71635.62,163,669604,18084,4,53.34,439.48,9.35
2025-06-29,Meta Ads,Loyalty,First Touch,7662,488,10496.88,30,123240,6078,1,21.51,349.9,11.74
2025-03-11,Direct Traffic,Lead Gen,Linear,32336,1608,26724.96,124,301940,16335,5,16.62,215.52,11.3
2025-04-07,Google Ads,App Install,First Touch,42003,2300,131445.0,141,456699,21456,5,57.15,932.23,3.47
2025-05-09,Google Ads,Festive Offer,Last Touch,39950,2982,39779.88,489,1046949,37852,3,13.34,81.35,26.32
2025-04-08,Social Media,Discount Offer,Linear,16837,891,24030.27,40,89320,13751,3,26.97,600.76,3.72
2025-04-15,Display Ads,Retargeting,Last Touch,33782,1145,18377.25,94,275138,20430,2,16.05,195.5,14.97
2025-04-23,Display Ads,Loyalty,Linear,34650,1513,72699.65,82,352272,28946,4,48.05,886.58,4.85
2025-06-13,Social Media,Winter Sale,Last Touch,23356,977,36031.76,121,466092,19961,5,36.88,297.78,12.94
2025-04-26,Google Ads,App Install,First Touch,47731,1586,75239.84,231,366135,37768,1,47.44,325.71,4.87
2025-03-13,Meta Ads,Festive Offer,First Touch,22370,1567,75278.68,152,442168,16640,1,48.04,495.25,5.87
2025-03-09,Email,Discount Offer,Last Touch,17147,785,17866.6,64,249664,16768,2,22.76,279.17,13.97
2025-06-03,Display Ads,Loyalty,Last Touch,29190,1033,43706.23,161,719509,29069,1,42.31,271.47,16.46
2025-02-26,Direct Traffic,App Install,Linear,7918,279,9572.49,43,75379,4044,5,34.31,222.62,7.87
2025-02-18,Social Media,New Product Launch,Last Touch,21156,1177,66394.57,165,409035,13422,4,56.41,402.39,6.16
2025-06-21,Display Ads,Brand Awareness,Linear,36840,1358,58597.7,104,236184,27275,1,43.15,563.44,4.03
2025-02-13,Display Ads,Discount Offer,First Touch,28088,884,14197.04,73,202794,15458,5,16.06,194.48,14.28
2025-02-20,Meta Ads,Festive Offer,Linear,14990,1047,19694.07,71,120913,14565,3,18.81,277.38,6.14
2025-03-30,Google Ads,Brand Awareness,Linear,48713,2001,112756.35,321,1211454,36218,2,56.35,351.27,10.74
2025-05-04,Email,Brand Awareness,Last Touch,31343,2324,79411.08,91,211211,26275,5,34.17,872.65,2.66
2025-02-14,Direct Traffic,Brand Awareness,Last Touch,15246,735,11664.45,42,103152,7890,2,15.87,277.73,8.84
2025-06-18,Social Media,New Product Launch,Last Touch,39701,3024,139497.12,203,581595,35246,2,46.13,687.18,4.17
2025-04-26,Meta Ads,New Product Launch,First Touch,31832,876,27375.0,121,362758,20690,4,31.25,226.24,13.25
2025-06-07,Email,Lead Gen,Linear,13101,718,37278.56,103,350303,10206,4,51.92,361.93,9.4
2025-03-17,Social Media,Retargeting,Linear,23974,865,34383.75,128,259072,18820,4,39.75,268.62,7.53
2025-03-30,Direct Traffic,App Install,First Touch,31429,1399,30148.45,212,258216,30620,3,21.55,142.21,8.56
2025-02-28,Display Ads,Festive Offer,Last Touch,47347,2371,113072.99,82,123738,36676,1,47.69,1378.94,1.09
2025-02-22,Google Ads,App Install,Last Touch,44116,921,19018.65,33,67617,40230,5,20.65,576.32,3.56
2025-02-26,Meta Ads,New Product Launch,First Touch,47872,1873,109739.07,320,1338240,27076,5,58.59,342.93,12.19
2025-01-05,Google Ads,Festive Offer,Last Touch,23320,1222,10496.98,82,143746,20470,1,8.59,128.01,13.69
2025-01-31,Social Media,New Product Launch,Linear,39636,2782,128973.52,339,913944,26173,1,46.36,380.45,7.09
2025-01-29,Email,Winter Sale,Linear,20792,1118,40583.4,49,156065,14427,3,36.3,828.23,3.85
2025-01-23,Email,Loyalty,First Touch,6408,387,18688.23,12,35052,3955,2,48.29,1557.35,1.88
2025-04-08,Email,Brand Awareness,Last Touch,31029,691,10599.94,115,445510,18374,2,15.34,92.17,42.03
2025-03-21,Display Ads,Lead Gen,Linear,44657,1246,70423.92,216,351864,43244,5,56.52,326.04,5.0
2025-06-28,Meta Ads,Festive Offer,Linear,11507,881,42613.97,71,206113,6780,1,48.37,600.2,4.84
2025-01-16,Social Media,Winter Sale,First Touch,10071,396,13052.16,48,171984,9101,1,32.96,271.92,13.18
2025-04-12,Meta Ads,Loyalty,Linear,9213,204,12227.76,20,52980,6112,4,59.94,611.39,4.33
2025-05-16,Display Ads,Festive Offer,Last Touch,8251,650,12447.5,73,315652,7330,5,19.15,170.51,25.36
2025-06-22,Meta Ads,Discount Offer,Last Touch,7750,360,7110.0,64,90880,6027,4,19.75,111.09,12.78
2025-01-22,Email,New Product Launch,Linear,6172,195,1661.4,31,56885,3193,1,8.52,53.59,34.24
2025-03-29,Direct Traffic,Festive Offer,First Touch,31070,2105,69633.4,262,1013940,30866,3,33.08,265.78,14.56
2025-05-07,Email,Lead Gen,Last Touch,47813,2244,79033.68,247,832143,44092,2,35.22,319.97,10.53
2025-01-17,Meta Ads,Retargeting,Last Touch,19969,1037,56277.99,177,323025,19749,2,54.27,317.95,5.74
2025-02-14,Meta Ads,Loyalty,Last Touch,48949,2973,172820.49,235,317720,28148,3,58.13,735.41,1.84
2025-06-01,Direct Traffic,New Product Launch,Linear,49822,3838,208902.34,396,1071576,34467,2,54.43,527.53,5.13
2025-06-14,Google Ads,Lead Gen,Linear,31333,2106,56377.62,147,505092,16519,1,26.77,383.52,8.96
2025-05-02,Direct Traffic,Loyalty,First Touch,22668,1478,28481.06,135,493020,19906,2,19.27,210.97,17.31
2025-05-03,Email,Summer Sale,Linear,47570,1994,17726.66,308,793716,41615,2,8.89,57.55,44.78
2025-05-19,Display Ads,Summer Sale,First Touch,5892,426,14479.74,42,55776,5473,5,33.99,344.76,3.85
2025-01-14,Direct Traffic,New Product Launch,First Touch,34084,2296,29710.24,371,1650950,24481,3,12.94,80.08,55.57
2025-05-31,Direct Traffic,Lead Gen,First Touch,23530,743,15082.9,112,306320,22796,4,20.3,134.67,20.31
2025-05-29,Display Ads,Winter Sale,First Touch,12571,288,6981.12,9,33579,11832,2,24.24,775.68,4.81
2025-02-23,Email,Retargeting,First Touch,33493,1004,17128.24,176,250448,23531,1,17.06,97.32,14.62
2025-04-10,Direct Traffic,Winter Sale,First Touch,30318,1331,75494.32,86,236672,16707,3,56.72,877.84,3.13
2025-01-14,Social Media,Retargeting,First Touch,11907,243,7950.96,32,54240,10885,5,32.72,248.47,6.82
2025-03-17,Email,App Install,Linear,21387,487,23205.55,58,220864,20075,3,47.65,400.1,9.52
2025-01-08,Social Media,Discount Offer,Linear,5761,117,5985.72,17,49147,4686,2,51.16,352.1,8.21
2025-06-13,Email,Retargeting,Last Touch,19800,829,22540.51,83,246510,13809,3,27.19,271.57,10.94
2025-02-16,Email,Discount Offer,First Touch,47739,3662,57859.6,211,708749,36201,4,15.8,274.22,12.25
2025-01-26,Google Ads,Festive Offer,Last Touch,26399,1704,15557.52,126,237636,16365,3,9.13,123.47,15.27
2025-04-25,Display Ads,App Install,Last Touch,10318,617,23544.72,52,80600,9241,3,38.16,452.78,3.42
2025-02-19,Meta Ads,Retargeting,Linear,37505,2693,108931.85,330,1062600,30151,2,40.45,330.1,9.75
2025-04-11,Google Ads,Summer Sale,Linear,35447,2716,95548.88,367,1227982,21502,4,35.18,260.35,12.85
2025-05-22,Meta Ads,Discount Offer,Last Touch,11939,466,26920.82,20,45140,7300,3,57.77,1346.04,1.68
2025-01-30,Meta Ads,Winter Sale,Linear,37817,1463,39413.22,110,319550,33312,2,26.94,358.3,8.11
2025-01-20,Direct Traffic,New Product Launch,Last Touch,9872,744,24135.36,116,478384,7096,1,32.44,208.06,19.82
2025-05-27,Google Ads,Festive Offer,Last Touch,44132,1733,95384.32,134,190146,39850,3,55.04,711.82,1.99
2025-05-02,Direct Traffic,Brand Awareness,First Touch,21657,442,6347.12,78,122538,18904,4,14.36,81.37,19.31
2025-01-23,Display Ads,Brand Awareness,Last Touch,11833,383,20528.8,18,71136,6945,4,53.6,1140.49,3.47
2025-02-24,Social Media,New Product Launch,First Touch,48559,3745,152945.8,477,1461051,29598,1,40.84,320.64,9.55
2025-03-04,Email,App Install,Linear,29948,1241,64048.01,85,112625,16016,5,51.61,753.51,1.76
2025-01-17,Direct Traffic,Summer Sale,Last Touch,13511,903,41167.77,123,368016,11284,2,45.59,334.7,8.94
2025-03-16,Google Ads,Discount Offer,Last Touch,23360,755,35968.2,42,164052,23269,1,47.64,856.39,4.56
2025-02-01,Email,App Install,Last Touch,24113,1435,81823.7,74,316942,20709,2,57.02,1105.73,3.87
2025-02-02,Meta Ads,Brand Awareness,Linear,32880,2422,130497.36,118,177000,19036,4,53.88,1105.91,1.36
2025-05-11,Email,Festive Offer,First Touch,19700,1006,57704.16,120,314880,11452,3,57.36,480.87,5.46
2025-06-07,Meta Ads,New Product Launch,Last Touch,32693,1420,22208.8,222,716616,21042,4,15.64,100.04,32.27
2025-03-07,Email,New Product Launch,First Touch,11458,879,41409.69,62,275652,8305,1,47.11,667.9,6.66
2025-04-21,Google Ads,Summer Sale,Linear,23873,625,27456.25,38,147250,13643,2,43.93,722.53,5.36
2025-06-14,Direct Traffic,Winter Sale,Linear,32871,2122,104126.54,265,1139500,16824,4,49.07,392.93,10.94
2025-05-20,Social Media,Brand Awareness,Linear,36688,1912,72617.76,253,636295,33183,4,37.98,287.03,8.76
2025-01-14,Google Ads,Lead Gen,Linear,19904,1573,35014.98,211,531931,14511,3,22.26,165.95,15.19
2025-05-06,Email,App Install,First Touch,20605,742,14535.78,131,507494,20275,4,19.59,110.96,34.91
2025-03-05,Display Ads,Loyalty,Last Touch,7256,185,5583.3,26,47814,7052,3,30.18,214.74,8.56
2025-03-03,Google Ads,App Install,Last Touch,8196,288,2364.48,32,100480,4249,1,8.21,73.89,42.5
2025-01-30,Social Media,Summer Sale,Linear,31072,1659,73360.98,116,147668,27623,5,44.22,632.42,2.01
2025-04-02,Meta Ads,Loyalty,First Touch,26466,1679,70803.43,139,507767,18969,4,42.17,509.38,7.17
2025-05-27,Meta Ads,Lead Gen,First Touch,39775,1432,65814.72,126,411894,21513,4,45.96,522.34,6.26
2025-02-22,Direct Traffic,Loyalty,Linear,46622,3426,78729.48,321,1220442,26419,1,22.98,245.26,15.5
2025-06-02,Email,Winter Sale,First Touch,46697,3257,159723.28,184,588432,40151,5,49.04,868.06,3.68
2025-01-07,Social Media,Lead Gen,Linear,48000,1115,38043.8,67,289507,28021,2,34.12,567.82,7.61
2025-06-20,Google Ads,App Install,Linear,26773,1503,80666.01,78,144768,16821,2,53.67,1034.18,1.79
2025-01-21,Meta Ads,Summer Sale,Last Touch,36853,1839,47814.0,282,1156482,25444,5,26.0,169.55,24.19
2025-03-30,Display Ads,Discount Offer,Last Touch,16459,1009,44759.24,175,397075,9735,2,44.36,255.77,8.87
2025-03-13,Meta Ads,App Install,Linear,37411,1171,21640.08,149,320648,34763,3,18.48,145.24,14.82
2025-02-16,Google Ads,Winter Sale,Linear,14899,308,6511.12,10,36320,9402,4,21.14,651.11,5.58
2025-03-08,Google Ads,Summer Sale,Linear,38304,1812,72697.44,221,394927,30371,1,40.12,328.95,5.43
2025-06-19,Email,Loyalty,First Touch,48456,3758,185156.66,240,918000,24299,5,49.27,771.49,4.96
2025-04-04,Email,Lead Gen,Last Touch,37399,2111,123113.52,255,718845,28378,2,58.32,482.8,5.84
2025-05-06,Meta Ads,App Install,Linear,27821,1313,25695.41,181,290867,20828,1,19.57,141.96,11.32
2025-02-02,Social Media,Retargeting,First Touch,20686,811,10786.3,132,198132,14264,2,13.3,81.71,18.37
2025-01-13,Google Ads,Brand Awareness,Last Touch,26507,828,47336.76,108,208332,17515,4,57.17,438.3,4.4
2025-05-28,Email,Lead Gen,Last Touch,11788,356,5429.0,49,95158,7762,2,15.25,110.8,17.53
2025-01-09,Social Media,App Install,First Touch,39322,2562,138604.2,407,1279201,21601,5,54.1,340.55,9.23
2025-03-19,Meta Ads,Loyalty,First Touch,21289,1038,61418.46,182,637182,17846,5,59.17,337.46,10.37
2025-02-22,Display Ads,Loyalty,First Touch,13119,439,26054.65,41,173553,11096,2,59.35,635.48,6.66
2025-02-05,Display Ads,Brand Awareness,Linear,5427,309,15480.9,18,26568,4238,1,50.1,860.05,1.72
